Coding_scheme	Noise_level	Pool_failure	Correct_recover	Repeat
Canonical	0.2	4	64	97
Canonical	0.2	4	64	98
Canonical	0.2	4	24	99
Canonical	0.3	4	20	0
Canonical	0.3	4	64	1
Canonical	0.3	4	64	2
Canonical	0.3	4	64	3
Canonical	0.3	4	34	4
Canonical	0.3	4	64	5
Canonical	0.3	4	13	6
Canonical	0.3	4	64	7
Canonical	0.3	4	34	8
Canonical	0.3	4	32	9
Canonical	0.3	4	64	10
Canonical	0.3	4	64	11
Canonical	0.3	4	64	12
Canonical	0.3	4	64	13
Canonical	0.3	4	32	14
Canonical	0.3	4	32	15
Canonical	0.3	4	40	16
Canonical	0.3	4	30	17
Canonical	0.3	4	64	18
Canonical	0.3	4	64	19
Canonical	0.3	4	64	20
Canonical	0.3	4	64	21
Canonical	0.3	4	32	22
Canonical	0.3	4	32	23
Canonical	0.3	4	40	24
Canonical	0.3	4	64	25
Canonical	0.3	4	64	26
Canonical	0.3	4	64	27
Canonical	0.3	4	64	28
Canonical	0.3	4	32	29
Canonical	0.3	4	64	30
Canonical	0.3	4	64	31
Canonical	0.3	4	36	32
Canonical	0.3	4	64	33
Canonical	0.3	4	64	34
Canonical	0.3	4	64	35
Canonical	0.3	4	64	36
Canonical	0.3	4	64	37
Canonical	0.3	4	64	38
Canonical	0.3	4	26	39
Canonical	0.3	4	40	40
Canonical	0.3	4	40	41
Canonical	0.3	4	28	42
Canonical	0.3	4	64	43
Canonical	0.3	4	64	44
Canonical	0.3	4	64	45
Canonical	0.3	4	64	46
Canonical	0.3	4	64	47
Canonical	0.3	4	64	48
Canonical	0.3	4	64	49
Canonical	0.3	4	64	50
Canonical	0.3	4	26	51
Canonical	0.3	4	64	52
Canonical	0.3	4	64	53
Canonical	0.3	4	30	54
Canonical	0.3	4	34	55
Canonical	0.3	4	64	56
Canonical	0.3	4	26	57
Canonical	0.3	4	64	58
Canonical	0.3	4	64	59
Canonical	0.3	4	36	60
Canonical	0.3	4	64	61
Canonical	0.3	4	64	62
Canonical	0.3	4	28	63
Canonical	0.3	4	34	64
Canonical	0.3	4	64	65
Canonical	0.3	4	36	66
Canonical	0.3	4	64	67
Canonical	0.3	4	64	68
Canonical	0.3	4	20	69
Canonical	0.3	4	64	70
Canonical	0.3	4	64	71
Canonical	0.3	4	38	72
Canonical	0.3	4	64	73
Canonical	0.3	4	32	74
Canonical	0.3	4	38	75
Canonical	0.3	4	64	76
Canonical	0.3	4	20	77
Canonical	0.3	4	64	78
Canonical	0.3	4	22	79
Canonical	0.3	4	64	80
Canonical	0.3	4	64	81
Canonical	0.3	4	64	82
Canonical	0.3	4	64	83
Canonical	0.3	4	36	84
Canonical	0.3	4	64	85
Canonical	0.3	4	64	86
Canonical	0.3	4	64	87
Canonical	0.3	4	64	88
Canonical	0.3	4	64	89
Canonical	0.3	4	64	90
Canonical	0.3	4	64	91
Canonical	0.3	4	40	92
Canonical	0.3	4	64	93
Canonical	0.3	4	36	94
Canonical	0.3	4	28	95
Canonical	0.3	4	64	96
Canonical	0.3	4	24	97
Canonical	0.3	4	22	98
Canonical	0.3	4	64	99
Canonical	0.4	4	64	0
Canonical	0.4	4	64	1
Canonical	0.4	4	34	2
Canonical	0.4	4	64	3
Canonical	0.4	4	64	4
Canonical	0.4	4	26	5
Canonical	0.4	4	64	6
Canonical	0.4	4	64	7
Canonical	0.4	4	64	8
Canonical	0.4	4	64	9
Canonical	0.4	4	34	10
Canonical	0.4	4	34	11
Canonical	0.4	4	64	12
Canonical	0.4	4	64	13
Canonical	0.4	4	30	14
Canonical	0.4	4	64	15
Canonical	0.4	4	40	16
Canonical	0.4	4	36	17
Canonical	0.4	4	64	18
Canonical	0.4	4	64	19
Canonical	0.4	4	64	20
Canonical	0.4	4	64	21
Canonical	0.4	4	64	22
Canonical	0.4	4	64	23
Canonical	0.4	4	64	24
Canonical	0.4	4	64	25
Canonical	0.4	4	64	26
Canonical	0.4	4	64	27
Canonical	0.4	4	64	28
Canonical	0.4	4	18	29
Canonical	0.4	4	34	30
Canonical	0.4	4	64	31
Canonical	0.4	4	64	32
Canonical	0.4	4	64	33
Canonical	0.4	4	64	34
Canonical	0.4	4	36	35
Canonical	0.4	4	64	36
Canonical	0.4	4	64	37
Canonical	0.4	4	64	38
Canonical	0.4	4	64	39
Canonical	0.4	4	64	40
Canonical	0.4	4	64	41
Canonical	0.4	4	64	42
Canonical	0.4	4	32	43
Canonical	0.4	4	64	44
Canonical	0.4	4	64	45
Canonical	0.4	4	64	46
Canonical	0.4	4	64	47
Canonical	0.4	4	32	48
Canonical	0.4	4	64	49
Canonical	0.4	4	64	50
Canonical	0.4	4	64	51
Canonical	0.4	4	64	52
Canonical	0.4	4	64	53
Canonical	0.4	4	64	54
Canonical	0.4	4	64	55
Canonical	0.4	4	64	56
Canonical	0.4	4	28	57
Canonical	0.4	4	17	58
Canonical	0.4	4	34	59
Canonical	0.4	4	64	60
Canonical	0.4	4	64	61
Canonical	0.4	4	64	62
Canonical	0.4	4	64	63
Canonical	0.4	4	64	64
Canonical	0.4	4	32	65
Canonical	0.4	4	64	66
Canonical	0.4	4	64	67
Canonical	0.4	4	64	68
Canonical	0.4	4	40	69
Canonical	0.4	4	64	70
Canonical	0.4	4	64	71
Canonical	0.4	4	64	72
Canonical	0.4	4	64	73
Canonical	0.4	4	64	74
Canonical	0.4	4	64	75
Canonical	0.4	4	30	76
Canonical	0.4	4	64	77
Canonical	0.4	4	30	78
Canonical	0.4	4	36	79
Canonical	0.4	4	30	80
Canonical	0.4	4	13	81
Canonical	0.4	4	64	82
Canonical	0.4	4	34	83
Canonical	0.4	4	32	84
Canonical	0.4	4	64	85
Canonical	0.4	4	64	86
Canonical	0.4	4	64	87
Canonical	0.4	4	64	88
Canonical	0.4	4	64	89
Canonical	0.4	4	64	90
Canonical	0.4	4	64	91
Canonical	0.4	4	36	92
Canonical	0.4	4	64	93
Canonical	0.4	4	64	94
Canonical	0.4	4	28	95
Canonical	0.4	4	30	96
Canonical	0.4	4	64	97
Canonical	0.4	4	64	98
Canonical	0.4	4	64	99
Canonical	0.5	4	36	0
Canonical	0.5	4	32	1
Canonical	0.5	4	22	2
Canonical	0.5	4	40	3
Canonical	0.5	4	32	4
Canonical	0.5	4	64	5
Canonical	0.5	4	30	6
Canonical	0.5	4	30	7
Canonical	0.5	4	36	8
Canonical	0.5	4	38	9
Canonical	0.5	4	64	10
Canonical	0.5	4	64	11
Canonical	0.5	4	64	12
Canonical	0.5	4	16	13
Canonical	0.5	4	64	14
Canonical	0.5	4	36	15
Canonical	0.5	4	64	16
Canonical	0.5	4	64	17
Canonical	0.5	4	64	18
Canonical	0.5	4	64	19
Canonical	0.5	4	26	20
Canonical	0.5	4	64	21
Canonical	0.5	4	24	22
Canonical	0.5	4	64	23
Canonical	0.5	4	64	24
Canonical	0.5	4	64	25
Canonical	0.5	4	34	26
Canonical	0.5	4	28	27
Canonical	0.5	4	64	28
Canonical	0.5	4	64	29
Canonical	0.5	4	64	30
Canonical	0.5	4	64	31
Canonical	0.5	4	34	32
Canonical	0.5	4	38	33
Canonical	0.5	4	64	34
Canonical	0.5	4	40	35
Canonical	0.5	4	36	36
Canonical	0.5	4	64	37
Canonical	0.5	4	64	38
Canonical	0.5	4	64	39
Canonical	0.5	4	64	40
Canonical	0.5	4	32	41
Canonical	0.5	4	36	42
Canonical	0.5	4	38	43
Canonical	0.5	4	64	44
Canonical	0.5	4	64	45
Canonical	0.5	4	64	46
Canonical	0.5	4	64	47
Canonical	0.5	4	38	48
Canonical	0.5	4	64	49
Canonical	0.5	4	64	50
Canonical	0.5	4	22	51
Canonical	0.5	4	64	52
Canonical	0.5	4	64	53
Canonical	0.5	4	30	54
Canonical	0.5	4	36	55
Canonical	0.5	4	64	56
Canonical	0.5	4	26	57
Canonical	0.5	4	64	58
Canonical	0.5	4	32	59
Canonical	0.5	4	32	60
Canonical	0.5	4	64	61
Canonical	0.5	4	64	62
Canonical	0.5	4	64	63
Canonical	0.5	4	64	64
Canonical	0.5	4	64	65
Canonical	0.5	4	64	66
Canonical	0.5	4	40	67
Canonical	0.5	4	64	68
Canonical	0.5	4	64	69
Canonical	0.5	4	64	70
Canonical	0.5	4	64	71
Canonical	0.5	4	30	72
Canonical	0.5	4	64	73
Canonical	0.5	4	64	74
Canonical	0.5	4	30	75
Canonical	0.5	4	64	76
Canonical	0.5	4	64	77
Canonical	0.5	4	36	78
Canonical	0.5	4	64	79
Canonical	0.5	4	26	80
Canonical	0.5	4	38	81
Canonical	0.5	4	24	82
Canonical	0.5	4	24	83
Canonical	0.5	4	64	84
Canonical	0.5	4	64	85
Canonical	0.5	4	64	86
Canonical	0.5	4	64	87
Canonical	0.5	4	34	88
Canonical	0.5	4	36	89
Canonical	0.5	4	64	90
Canonical	0.5	4	64	91
Canonical	0.5	4	64	92
Canonical	0.5	4	64	93
Canonical	0.5	4	64	94
Canonical	0.5	4	64	95
Canonical	0.5	4	30	96
Canonical	0.5	4	36	97
Canonical	0.5	4	64	98
Canonical	0.5	4	20	99
Canonical	0.05	5	20	0
Canonical	0.05	5	64	1
Canonical	0.05	5	64	2
Canonical	0.05	5	20	3
Canonical	0.05	5	32	4
Canonical	0.05	5	30	5
Canonical	0.05	5	10	6
Canonical	0.05	5	30	7
Canonical	0.05	5	40	8
Canonical	0.05	5	64	9
Canonical	0.05	5	64	10
Canonical	0.05	5	32	11
Canonical	0.05	5	38	12
Canonical	0.05	5	64	13
Canonical	0.05	5	40	14
Canonical	0.05	5	64	15
Canonical	0.05	5	32	16
Canonical	0.05	5	24	17
Canonical	0.05	5	64	18
Canonical	0.05	5	36	19
Canonical	0.05	5	42	20
Canonical	0.05	5	38	21
Canonical	0.05	5	32	22
Canonical	0.05	5	32	23
Canonical	0.05	5	16	24
Canonical	0.05	5	64	25
Canonical	0.05	5	30	26
Canonical	0.05	5	30	27
Canonical	0.05	5	28	28
Canonical	0.05	5	22	29
Canonical	0.05	5	30	30
Canonical	0.05	5	44	31
Canonical	0.05	5	64	32
Canonical	0.05	5	64	33
Canonical	0.05	5	10	34
Canonical	0.05	5	28	35
Canonical	0.05	5	64	36
Canonical	0.05	5	34	37
Canonical	0.05	5	34	38
Canonical	0.05	5	24	39
Canonical	0.05	5	38	40
Canonical	0.05	5	64	41
Canonical	0.05	5	40	42
Canonical	0.05	5	64	43
Canonical	0.05	5	28	44
Canonical	0.05	5	64	45
Canonical	0.05	5	64	46
Canonical	0.05	5	64	47
Canonical	0.05	5	64	48
Canonical	0.05	5	18	49
Canonical	0.05	5	44	50
Canonical	0.05	5	38	51
Canonical	0.05	5	38	52
Canonical	0.05	5	64	53
Canonical	0.05	5	64	54
Canonical	0.05	5	34	55
Canonical	0.05	5	34	56
Canonical	0.05	5	32	57
Canonical	0.05	5	21	58
Canonical	0.05	5	32	59
Canonical	0.05	5	34	60
Canonical	0.05	5	28	61
Canonical	0.05	5	64	62
Canonical	0.05	5	64	63
Canonical	0.05	5	38	64
Canonical	0.05	5	64	65
Canonical	0.05	5	22	66
Canonical	0.05	5	34	67
Canonical	0.05	5	64	68
Canonical	0.05	5	30	69
Canonical	0.05	5	34	70
Canonical	0.05	5	38	71
Canonical	0.05	5	34	72
Canonical	0.05	5	64	73
Canonical	0.05	5	32	74
Canonical	0.05	5	64	75
Canonical	0.05	5	32	76
Canonical	0.05	5	42	77
Canonical	0.05	5	64	78
Canonical	0.05	5	32	79
Canonical	0.05	5	34	80
Canonical	0.05	5	64	81
Canonical	0.05	5	30	82
Canonical	0.05	5	64	83
Canonical	0.05	5	18	84
Canonical	0.05	5	46	85
Canonical	0.05	5	64	86
Canonical	0.05	5	16	87
Canonical	0.05	5	38	88
Canonical	0.05	5	24	89
Canonical	0.05	5	42	90
Canonical	0.05	5	34	91
Canonical	0.05	5	64	92
Canonical	0.05	5	64	93
Canonical	0.05	5	64	94
Canonical	0.05	5	34	95
Canonical	0.05	5	28	96
Canonical	0.05	5	32	97
Canonical	0.05	5	48	98
Canonical	0.05	5	64	99
Canonical	0.1	5	64	0
Canonical	0.1	5	44	1
Canonical	0.1	5	64	2
Canonical	0.1	5	64	3
Canonical	0.1	5	64	4
Canonical	0.1	5	26	5
Canonical	0.1	5	20	6
Canonical	0.1	5	64	7
Canonical	0.1	5	22	8
Canonical	0.1	5	64	9
Canonical	0.1	5	64	10
Canonical	0.1	5	18	11
Canonical	0.1	5	28	12
Canonical	0.1	5	28	13
Canonical	0.1	5	32	14
Canonical	0.1	5	64	15
Canonical	0.1	5	26	16
Canonical	0.1	5	64	17
Canonical	0.1	5	32	18
Canonical	0.1	5	64	19
Canonical	0.1	5	64	20
Canonical	0.1	5	34	21
Canonical	0.1	5	22	22
Canonical	0.1	5	64	23
Canonical	0.1	5	32	24
Canonical	0.1	5	24	25
Canonical	0.1	5	26	26
Canonical	0.1	5	64	27
Canonical	0.1	5	64	28
Canonical	0.1	5	32	29
Canonical	0.1	5	32	30
Canonical	0.1	5	30	31
Canonical	0.1	5	64	32
Canonical	0.1	5	64	33
Canonical	0.1	5	64	34
Canonical	0.1	5	64	35
Canonical	0.1	5	38	36
Canonical	0.1	5	64	37
Canonical	0.1	5	64	38
Canonical	0.1	5	36	39
Canonical	0.1	5	48	40
Canonical	0.1	5	8	41
Canonical	0.1	5	64	42
Canonical	0.1	5	64	43
Canonical	0.1	5	32	44
Canonical	0.1	5	32	45
Canonical	0.1	5	24	46
Canonical	0.1	5	42	47
Canonical	0.1	5	32	48
Canonical	0.1	5	42	49
Canonical	0.1	5	26	50
Canonical	0.1	5	38	51
Canonical	0.1	5	64	52
Canonical	0.1	5	64	53
Canonical	0.1	5	28	54
Canonical	0.1	5	64	55
Canonical	0.1	5	32	56
Canonical	0.1	5	30	57
Canonical	0.1	5	34	58
Canonical	0.1	5	64	59
Canonical	0.1	5	64	60
Canonical	0.1	5	34	61
Canonical	0.1	5	40	62
Canonical	0.1	5	28	63
Canonical	0.1	5	64	64
Canonical	0.1	5	64	65
Canonical	0.1	5	36	66
Canonical	0.1	5	15	67
Canonical	0.1	5	64	68
Canonical	0.1	5	42	69
Canonical	0.1	5	32	70
Canonical	0.1	5	28	71
Canonical	0.1	5	40	72
Canonical	0.1	5	64	73
Canonical	0.1	5	22	74
Canonical	0.1	5	34	75
Canonical	0.1	5	64	76
Canonical	0.1	5	36	77
Canonical	0.1	5	40	78
Canonical	0.1	5	30	79
Canonical	0.1	5	24	80
Canonical	0.1	5	64	81
Canonical	0.1	5	32	82
Canonical	0.1	5	64	83
Canonical	0.1	5	12	84
Canonical	0.1	5	28	85
Canonical	0.1	5	64	86
Canonical	0.1	5	32	87
Canonical	0.1	5	64	88
Canonical	0.1	5	32	89
Canonical	0.1	5	64	90
Canonical	0.1	5	64	91
Canonical	0.1	5	64	92
Canonical	0.1	5	28	93
Canonical	0.1	5	64	94
Canonical	0.1	5	36	95
Canonical	0.1	5	64	96
Canonical	0.1	5	64	97
Canonical	0.1	5	32	98
Canonical	0.1	5	32	99
Canonical	0.2	5	64	0
Canonical	0.2	5	64	1
Canonical	0.2	5	64	2
Canonical	0.2	5	64	3
Canonical	0.2	5	17	4
Canonical	0.2	5	13	5
Canonical	0.2	5	22	6
Canonical	0.2	5	64	7
Canonical	0.2	5	32	8
Canonical	0.2	5	11	9
Canonical	0.2	5	30	10
Canonical	0.2	5	64	11
Canonical	0.2	5	38	12
Canonical	0.2	5	28	13
Canonical	0.2	5	64	14
Canonical	0.2	5	28	15
Canonical	0.2	5	64	16
Canonical	0.2	5	36	17
Canonical	0.2	5	28	18
Canonical	0.2	5	34	19
Canonical	0.2	5	36	20
Canonical	0.2	5	34	21
Canonical	0.2	5	48	22
Canonical	0.2	5	36	23
Canonical	0.2	5	64	24
Canonical	0.2	5	38	25
Canonical	0.2	5	64	26
Canonical	0.2	5	30	27
Canonical	0.2	5	32	28
Canonical	0.2	5	64	29
Canonical	0.2	5	32	30
Canonical	0.2	5	18	31
Canonical	0.2	5	32	32
Canonical	0.2	5	64	33
Canonical	0.2	5	64	34
Canonical	0.2	5	64	35
Canonical	0.2	5	28	36
Canonical	0.2	5	64	37
Canonical	0.2	5	64	38
Canonical	0.2	5	64	39
Canonical	0.2	5	34	40
Canonical	0.2	5	64	41
Canonical	0.2	5	64	42
Canonical	0.2	5	64	43
Canonical	0.2	5	30	44
Canonical	0.2	5	24	45
Canonical	0.2	5	5	46
Canonical	0.2	5	64	47
Canonical	0.2	5	64	48
Canonical	0.2	5	34	49
Canonical	0.2	5	38	50
Canonical	0.2	5	64	51
Canonical	0.2	5	64	52
Canonical	0.2	5	34	53
Canonical	0.2	5	22	54
Canonical	0.2	5	34	55
Canonical	0.2	5	42	56
Canonical	0.2	5	26	57
Canonical	0.2	5	30	58
Canonical	0.2	5	64	59
Canonical	0.2	5	28	60
Canonical	0.2	5	48	61
Canonical	0.2	5	28	62
Canonical	0.2	5	14	63
Canonical	0.2	5	64	64
Canonical	0.2	5	64	65
Canonical	0.2	5	32	66
Canonical	0.2	5	22	67
Canonical	0.2	5	64	68
Canonical	0.2	5	30	69
Canonical	0.2	5	64	70
Canonical	0.2	5	64	71
Canonical	0.2	5	30	72
Canonical	0.2	5	64	73
Canonical	0.2	5	64	74
Canonical	0.2	5	22	75
Canonical	0.2	5	12	76
Canonical	0.2	5	30	77
Canonical	0.2	5	26	78
Canonical	0.2	5	64	79
Canonical	0.2	5	64	80
Canonical	0.2	5	16	81
Canonical	0.2	5	34	82
Canonical	0.2	5	22	83
Canonical	0.2	5	32	84
Canonical	0.2	5	22	85
Canonical	0.2	5	34	86
Canonical	0.2	5	42	87
Canonical	0.2	5	36	88
Canonical	0.2	5	36	89
Canonical	0.2	5	32	90
Canonical	0.2	5	64	91
Canonical	0.2	5	64	92
Canonical	0.2	5	26	93
Canonical	0.2	5	17	94
Canonical	0.2	5	64	95
Canonical	0.2	5	64	96
Canonical	0.2	5	42	97
Canonical	0.2	5	64	98
Canonical	0.2	5	16	99
Canonical	0.3	5	26	0
Canonical	0.3	5	24	1
Canonical	0.3	5	64	2
Canonical	0.3	5	9	3
Canonical	0.3	5	44	4
Canonical	0.3	5	64	5
Canonical	0.3	5	20	6
Canonical	0.3	5	64	7
Canonical	0.3	5	64	8
Canonical	0.3	5	40	9
Canonical	0.3	5	64	10
Canonical	0.3	5	64	11
Canonical	0.3	5	64	12
Canonical	0.3	5	64	13
Canonical	0.3	5	64	14
Canonical	0.3	5	64	15
Canonical	0.3	5	64	16
Canonical	0.3	5	64	17
Canonical	0.3	5	38	18
Canonical	0.3	5	30	19
Canonical	0.3	5	26	20
Canonical	0.3	5	38	21
Canonical	0.3	5	34	22
Canonical	0.3	5	26	23
Canonical	0.3	5	64	24
Canonical	0.3	5	26	25
Canonical	0.3	5	28	26
Canonical	0.3	5	30	27
Canonical	0.3	5	64	28
Canonical	0.3	5	32	29
Canonical	0.3	5	64	30
Canonical	0.3	5	42	31
Canonical	0.3	5	38	32
Canonical	0.3	5	34	33
Canonical	0.3	5	21	34
Canonical	0.3	5	42	35
Canonical	0.3	5	32	36
Canonical	0.3	5	64	37
Canonical	0.3	5	64	38
Canonical	0.3	5	64	39
Canonical	0.3	5	64	40
Canonical	0.3	5	28	41
Canonical	0.3	5	64	42
Canonical	0.3	5	64	43
Canonical	0.3	5	34	44
Canonical	0.3	5	28	45
Canonical	0.3	5	32	46
Canonical	0.3	5	64	47
Canonical	0.3	5	64	48
Canonical	0.3	5	64	49
Canonical	0.3	5	38	50
Canonical	0.3	5	44	51
Canonical	0.3	5	64	52
Canonical	0.3	5	64	53
Canonical	0.3	5	64	54
Canonical	0.3	5	64	55
Canonical	0.3	5	64	56
Canonical	0.3	5	64	57
Canonical	0.3	5	32	58
Canonical	0.3	5	34	59
Canonical	0.3	5	28	60
Canonical	0.3	5	38	61
Canonical	0.3	5	32	62
Canonical	0.3	5	64	63
Canonical	0.3	5	64	64
Canonical	0.3	5	46	65
Canonical	0.3	5	64	66
Canonical	0.3	5	64	67
Canonical	0.3	5	64	68
Canonical	0.3	5	30	69
Canonical	0.3	5	20	70
Canonical	0.3	5	26	71
Canonical	0.3	5	32	72
Canonical	0.3	5	26	73
Canonical	0.3	5	26	74
Canonical	0.3	5	40	75
Canonical	0.3	5	64	76
Canonical	0.3	5	64	77
Canonical	0.3	5	28	78
Canonical	0.3	5	40	79
Canonical	0.3	5	24	80
Canonical	0.3	5	30	81
Canonical	0.3	5	30	82
Canonical	0.3	5	34	83
Canonical	0.3	5	64	84
Canonical	0.3	5	28	85
Canonical	0.3	5	32	86
Canonical	0.3	5	28	87
Canonical	0.3	5	32	88
Canonical	0.3	5	64	89
Canonical	0.3	5	38	90
Canonical	0.3	5	32	91
Canonical	0.3	5	64	92
Canonical	0.3	5	32	93
Canonical	0.3	5	64	94
Canonical	0.3	5	64	95
Canonical	0.3	5	64	96
Canonical	0.3	5	36	97
Canonical	0.3	5	28	98
Canonical	0.3	5	64	99
Canonical	0.4	5	13	0
Canonical	0.4	5	64	1
Canonical	0.4	5	36	2
Canonical	0.4	5	34	3
Canonical	0.4	5	64	4
Canonical	0.4	5	64	5
Canonical	0.4	5	34	6
Canonical	0.4	5	64	7
Canonical	0.4	5	22	8
Canonical	0.4	5	64	9
Canonical	0.4	5	20	10
Canonical	0.4	5	44	11
Canonical	0.4	5	64	12
Canonical	0.4	5	38	13
Canonical	0.4	5	64	14
Canonical	0.4	5	30	15
Canonical	0.4	5	34	16
Canonical	0.4	5	64	17
Canonical	0.4	5	64	18
Canonical	0.4	5	13	19
Canonical	0.4	5	24	20
Canonical	0.4	5	64	21
Canonical	0.4	5	32	22
Canonical	0.4	5	64	23
Canonical	0.4	5	64	24
Canonical	0.4	5	64	25
Canonical	0.4	5	64	26
Canonical	0.4	5	5	27
Canonical	0.4	5	64	28
Canonical	0.4	5	36	29
Canonical	0.4	5	64	30
Canonical	0.4	5	64	31
Canonical	0.4	5	34	32
Canonical	0.4	5	15	33
Canonical	0.4	5	24	34
Canonical	0.4	5	28	35
Canonical	0.4	5	64	36
Canonical	0.4	5	18	37
Canonical	0.4	5	36	38
Canonical	0.4	5	64	39
Canonical	0.4	5	64	40
Canonical	0.4	5	64	41
Canonical	0.4	5	64	42
Canonical	0.4	5	64	43
Canonical	0.4	5	64	44
Canonical	0.4	5	34	45
Canonical	0.4	5	30	46
Canonical	0.4	5	24	47
Canonical	0.4	5	64	48
Canonical	0.4	5	64	49
Canonical	0.4	5	64	50
Canonical	0.4	5	13	51
Canonical	0.4	5	64	52
Canonical	0.4	5	30	53
Canonical	0.4	5	34	54
Canonical	0.4	5	64	55
Canonical	0.4	5	24	56
Canonical	0.4	5	64	57
Canonical	0.4	5	36	58
Canonical	0.4	5	40	59
Canonical	0.4	5	38	60
Canonical	0.4	5	28	61
Canonical	0.4	5	30	62
Canonical	0.4	5	64	63
Canonical	0.4	5	64	64
Canonical	0.4	5	30	65
Canonical	0.4	5	64	66
Canonical	0.4	5	64	67
Canonical	0.4	5	64	68
Canonical	0.4	5	64	69
Canonical	0.4	5	64	70
Canonical	0.4	5	22	71
Canonical	0.4	5	36	72
Canonical	0.4	5	34	73
Canonical	0.4	5	64	74
Canonical	0.4	5	64	75
Canonical	0.4	5	42	76
Canonical	0.4	5	64	77
Canonical	0.4	5	64	78
Canonical	0.4	5	40	79
Canonical	0.4	5	64	80
Canonical	0.4	5	64	81
Canonical	0.4	5	42	82
Canonical	0.4	5	28	83
Canonical	0.4	5	24	84
Canonical	0.4	5	30	85
Canonical	0.4	5	28	86
Canonical	0.4	5	36	87
Canonical	0.4	5	28	88
Canonical	0.4	5	26	89
Canonical	0.4	5	38	90
Canonical	0.4	5	64	91
Canonical	0.4	5	23	92
Canonical	0.4	5	32	93
Canonical	0.4	5	64	94
Canonical	0.4	5	28	95
Canonical	0.4	5	36	96
Canonical	0.4	5	38	97
Canonical	0.4	5	64	98
Canonical	0.4	5	38	99
Canonical	0.5	5	42	0
Canonical	0.5	5	64	1
Canonical	0.5	5	38	2
Canonical	0.5	5	38	3
Canonical	0.5	5	28	4
Canonical	0.5	5	32	5
Canonical	0.5	5	64	6
Canonical	0.5	5	64	7
Canonical	0.5	5	24	8
Canonical	0.5	5	17	9
Canonical	0.5	5	32	10
Canonical	0.5	5	64	11
Canonical	0.5	5	36	12
Canonical	0.5	5	30	13
Canonical	0.5	5	64	14
Canonical	0.5	5	64	15
Canonical	0.5	5	64	16
Canonical	0.5	5	38	17
Canonical	0.5	5	64	18
Canonical	0.5	5	22	19
Canonical	0.5	5	64	20
Canonical	0.5	5	34	21
Canonical	0.5	5	64	22
Canonical	0.5	5	64	23
Canonical	0.5	5	24	24
Canonical	0.5	5	20	25
Canonical	0.5	5	24	26
Canonical	0.5	5	30	27
Canonical	0.5	5	64	28
Canonical	0.5	5	26	29
Canonical	0.5	5	64	30
Canonical	0.5	5	15	31
Canonical	0.5	5	64	32
Canonical	0.5	5	28	33
Canonical	0.5	5	36	34
Canonical	0.5	5	64	35
Canonical	0.5	5	28	36
Canonical	0.5	5	64	37
Canonical	0.5	5	28	38
Canonical	0.5	5	28	39
Canonical	0.5	5	32	40
Canonical	0.5	5	20	41
Canonical	0.5	5	38	42
Canonical	0.5	5	26	43
Canonical	0.5	5	64	44
Canonical	0.5	5	32	45
Canonical	0.5	5	64	46
Canonical	0.5	5	30	47
Canonical	0.5	5	64	48
Canonical	0.5	5	64	49
Canonical	0.5	5	36	50
Canonical	0.5	5	34	51
Canonical	0.5	5	38	52
Canonical	0.5	5	64	53
Canonical	0.5	5	64	54
Canonical	0.5	5	28	55
Canonical	0.5	5	64	56
Canonical	0.5	5	26	57
Canonical	0.5	5	64	58
Canonical	0.5	5	30	59
Canonical	0.5	5	64	60
Canonical	0.5	5	30	61
Canonical	0.5	5	32	62
Canonical	0.5	5	30	63
Canonical	0.5	5	64	64
Canonical	0.5	5	64	65
Canonical	0.5	5	32	66
Canonical	0.5	5	64	67
Canonical	0.5	5	28	68
Canonical	0.5	5	30	69
Canonical	0.5	5	19	70
Canonical	0.5	5	64	71
Canonical	0.5	5	42	72
Canonical	0.5	5	24	73
Canonical	0.5	5	64	74
Canonical	0.5	5	24	75
Canonical	0.5	5	64	76
Canonical	0.5	5	32	77
Canonical	0.5	5	32	78
Canonical	0.5	5	64	79
Canonical	0.5	5	13	80
Canonical	0.5	5	64	81
Canonical	0.5	5	38	82
Canonical	0.5	5	64	83
Canonical	0.5	5	64	84
Canonical	0.5	5	28	85
Canonical	0.5	5	64	86
Canonical	0.5	5	64	87
Canonical	0.5	5	30	88
Canonical	0.5	5	64	89
Canonical	0.5	5	18	90
Canonical	0.5	5	28	91
Canonical	0.5	5	36	92
Canonical	0.5	5	28	93
Canonical	0.5	5	32	94
Canonical	0.5	5	36	95
Canonical	0.5	5	38	96
Canonical	0.5	5	30	97
Canonical	0.5	5	30	98
Canonical	0.5	5	64	99
Robust	0.05	1	64	0
Robust	0.05	1	64	1
Robust	0.05	1	64	2
Robust	0.05	1	64	3
Robust	0.05	1	64	4
Robust	0.05	1	64	5
Robust	0.05	1	64	6
Robust	0.05	1	64	7
Robust	0.05	1	64	8
Robust	0.05	1	64	9
Robust	0.05	1	64	10
Robust	0.05	1	64	11
Robust	0.05	1	64	12
Robust	0.05	1	64	13
Robust	0.05	1	64	14
Robust	0.05	1	64	15
Robust	0.05	1	64	16
Robust	0.05	1	64	17
Robust	0.05	1	64	18
Robust	0.05	1	64	19
Robust	0.05	1	64	20
Robust	0.05	1	64	21
Robust	0.05	1	64	22
Robust	0.05	1	64	23
Robust	0.05	1	64	24
Robust	0.05	1	64	25
Robust	0.05	1	64	26
Robust	0.05	1	64	27
Robust	0.05	1	64	28
Robust	0.05	1	64	29
